pair_id,nb_classes_v1,nb_classes_v2,delta_classes,nb_added_classes,nb_removed_classes,nb_attributes_v1,nb_attributes_v2,delta_attributes,nb_added_attributes,nb_removed_attributes,nb_type_changes,nb_references_v1,nb_references_v2,delta_references,nb_added_references,nb_removed_references,nb_multiplicity_changes,nb_containment_changes,nb_abstract_changes,nb_supertype_changes,nsuri_changed,label
augmented_0309_eattribute_removed_from_clinic__clinic_v2__to__clinic_v3,4,4,0,0,0,12,11,-1,0,1,0,3,3,0,0,0,0,0,0,0,0,EATTRIBUTE_REMOVED
change_abstract3__change_abstract3_v1__to__change_abstract3_v2,2,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,MIXED
augmented_0427_eclass_abstract_changed_from_synthetic__add_eclass2_v1__to__add_eclass2_v2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ECLASS_ABSTRACT_CHANGED
augmented_2654_eclass_abstract_changed_from_NetSec__NetSec_v2__to__NetSec_v3,4,4,0,0,0,12,12,0,0,0,0,3,3,0,0,0,0,0,1,0,0,ECLASS_ABSTRACT_CHANGED
augmented_0657_eclass_added_from_domains__BugTrack_v2__to__BugTrack_v3,4,5,1,1,0,12,13,1,0,0,0,3,3,0,0,0,0,0,0,0,0,ECLASS_ADDED
augmented_1700_eclass_abstract_changed_from_domains__school_v1__to__school_v2,3,3,0,0,0,9,9,0,0,0,0,2,2,0,0,0,0,0,1,0,0,ECLASS_ABSTRACT_CHANGED
augmented_1718_eclass_abstract_changed_from_domains__SecScan_v1__to__SecScan_v2,3,3,0,0,0,9,9,0,0,0,0,2,2,0,0,0,0,0,1,0,0,ECLASS_ABSTRACT_CHANGED
augmented_1509_ereference_removed_from_domains__ProcOpt_v2__to__ProcOpt_v3,4,4,0,0,0,12,12,0,0,0,0,3,2,-1,0,1,0,0,0,0,0,EREFERENCE_REMOVED
augmented_1672_ereference_multiplicity_changed_from_domains__RoboCtrl_v2__to__RoboCtrl_v3,4,4,0,0,0,12,12,0,0,0,0,3,3,0,0,0,1,0,0,0,0,EREFERENCE_MULTIPLICITY_CHANGED
augmented_0847_eclass_removed_from_domains__DataWare_v1__to__DataWare_v2,3,2,-1,0,1,9,6,-3,0,0,0,2,2,0,0,0,0,0,0,0,0,ECLASS_REMOVED
augmented_1901_eattribute_added_from_domains__SupplyChain_v1__to__SupplyChain_v2,3,3,0,0,0,9,10,1,1,0,0,2,2,0,0,0,0,0,0,0,0,EATTRIBUTE_ADDED
augmented_2231_eclass_abstract_changed_from_EduPlat__EduPlat_v1__to__EduPlat_v2,3,3,0,0,0,9,9,0,0,0,0,2,2,0,0,0,0,0,1,0,0,ECLASS_ABSTRACT_CHANGED
augmented_1510_ereference_multiplicity_changed_from_domains__ProcOpt_v2__to__ProcOpt_v3,4,4,0,0,0,12,12,0,0,0,0,3,3,0,0,0,1,0,0,0,0,EREFERENCE_MULTIPLICITY_CHANGED
augmented_1781_eclass_abstract_changed_from_domains__shop_v2__to__shop_v3,4,4,0,0,0,12,12,0,0,0,0,3,3,0,0,0,0,0,1,0,0,ECLASS_ABSTRACT_CHANGED
augmented_0687_eattribute_type_changed_from_synthetic__remove_attribute4_v1__to__remove_attribute4_v2,1,1,0,0,0,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_TYPE_CHANGED
augmented_0778_eattribute_type_changed_from_domains__CloudSec_v1__to__CloudSec_v2,3,3,0,0,0,9,9,0,0,0,1,2,2,0,0,0,0,0,0,0,0,EATTRIBUTE_TYPE_CHANGED
augmented_0866_eattribute_added_from_domains__data_v1__to__data_v2,3,3,0,0,0,9,10,1,1,0,0,2,2,0,0,0,0,0,0,0,0,EATTRIBUTE_ADDED
augmented_0634_eattribute_type_changed_from_domains__BioMed_v1__to__BioMed_v2,3,3,0,0,0,9,9,0,0,0,1,2,2,0,0,0,0,0,0,0,0,EATTRIBUTE_TYPE_CHANGED
augmented_2171_eattribute_added_from_domains__WaterUtil_v1__to__WaterUtil_v2,3,3,0,0,0,9,10,1,1,0,0,2,2,0,0,0,0,0,0,0,0,EATTRIBUTE_ADDED
augmented_2883_eattribute_removed_from_ResearchDB__ResearchDB_v2__to__ResearchDB_v3,4,4,0,0,0,12,11,-1,0,1,0,3,3,0,0,0,0,0,0,0,0,EATTRIBUTE_REMOVED
augmented_1542_eattribute_removed_from_domains__QualCtrl_v2__to__QualCtrl_v3,4,4,0,0,0,12,11,-1,0,1,0,3,3,0,0,0,0,0,0,0,0,EATTRIBUTE_REMOVED
augmented_2606_ereference_added_from_models__models_v1__to__models_v2,3,3,0,0,0,9,9,0,0,0,0,2,3,1,1,0,0,0,0,0,0,EREFERENCE_ADDED
augmented_1533_eattribute_removed_from_domains__QualCtrl_v1__to__QualCtrl_v2,3,3,0,0,0,9,8,-1,0,1,0,2,2,0,0,0,0,0,0,0,0,EATTRIBUTE_REMOVED
augmented_0047_eattribute_added_from_AgriFarm__AgriFarm_v2__to__AgriFarm_v3,4,4,0,0,0,12,13,1,1,0,0,3,3,0,0,0,0,0,0,0,0,EATTRIBUTE_ADDED
augmented_1449_eclass_added_from_domains__PhysSim_v2__to__PhysSim_v3,4,5,1,1,0,12,13,1,0,0,0,3,3,0,0,0,0,0,0,0,0,ECLASS_ADDED
augmented_0929_eattribute_added_from_domains__DroneNav_v2__to__DroneNav_v3,4,4,0,0,0,12,13,1,1,0,0,3,3,0,0,0,0,0,0,0,0,EATTRIBUTE_ADDED
augmented_0648_eclass_added_from_domains__BugTrack_v1__to__BugTrack_v2,3,4,1,1,0,9,10,1,0,0,0,2,2,0,0,0,0,0,0,0,0,ECLASS_ADDED
augmented_0210_eattribute_removed_from_change_nsuri3__change_nsuri3_v1__to__change_nsuri3_v2,1,1,0,0,0,2,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_REMOVED
augmented_1994_ereference_added_from_domains__TextMine_v1__to__TextMine_v2,3,3,0,0,0,9,9,0,0,0,0,2,3,1,1,0,0,0,0,0,0,EREFERENCE_ADDED
augmented_3013_ereference_multiplicity_changed_from_SecurCam__SecurCam_v2__to__SecurCam_v3,4,4,0,0,0,12,12,0,0,0,0,3,3,0,0,0,1,0,0,0,0,EREFERENCE_MULTIPLICITY_CHANGED
SupplyChain__SupplyChain_v1__to__SupplyChain_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
augmented_0382_eattribute_type_changed_from_DataGov__DataGov_v2__to__DataGov_v3,4,4,0,0,0,12,12,0,0,0,1,3,3,0,0,0,0,0,0,0,0,EATTRIBUTE_TYPE_CHANGED
augmented_0045_eclass_added_from_AgriFarm__AgriFarm_v2__to__AgriFarm_v3,4,5,1,1,0,12,13,1,0,0,0,3,3,0,0,0,0,0,0,0,0,ECLASS_ADDED
augmented_0526_eattribute_type_changed_from_synthetic__change_abstract4_v1__to__change_abstract4_v2,2,2,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_TYPE_CHANGED
augmented_0376_eclass_removed_from_rename_eclass2__rename_eclass2_v1__to__rename_eclass2_v2,2,1,-1,0,1,2,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,ECLASS_REMOVED
augmented_0459_eattribute_type_changed_from_synthetic__add_reference3_v1__to__add_reference3_v2,2,2,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_TYPE_CHANGED
banking__banking_v1__to__banking_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
augmented_0432_eclass_abstract_changed_from_synthetic__add_eclass3_v1__to__add_eclass3_v2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ECLASS_ABSTRACT_CHANGED
augmented_3032_eclass_abstract_changed_from_SentAnal__SentAnal_v2__to__SentAnal_v3,4,4,0,0,0,12,12,0,0,0,0,3,3,0,0,0,0,0,1,0,0,ECLASS_ABSTRACT_CHANGED
remove_eclass4__remove_eclass4_v1__to__remove_eclass4_v2,3,2,-1,0,1,5,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,MIXED
augmented_1457_eclass_abstract_changed_from_domains__PhysSim_v2__to__PhysSim_v3,4,4,0,0,0,12,12,0,0,0,0,3,3,0,0,0,0,0,1,0,0,ECLASS_ABSTRACT_CHANGED
augmented_3329_eclass_abstract_changed_from_TrainPlat__TrainPlat_v2__to__TrainPlat_v3,4,4,0,0,0,12,12,0,0,0,0,3,3,0,0,0,0,0,1,0,0,ECLASS_ABSTRACT_CHANGED
augmented_0250_eclass_added_from_mixed3__mixed3_v1__to__mixed3_v2,2,3,1,1,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ECLASS_ADDED
augmented_2216_eattribute_added_from_ecommerce__ecommerce_v2__to__ecommerce_v3,4,4,0,0,0,12,13,1,1,0,0,3,3,0,0,0,0,0,0,0,0,EATTRIBUTE_ADDED
augmented_0182_eattribute_added_from_BioMed__BioMed_v2__to__BioMed_v3,4,4,0,0,0,12,13,1,1,0,0,3,3,0,0,0,0,0,0,0,0,EATTRIBUTE_ADDED
augmented_1633_eattribute_type_changed_from_domains__RetailPOS_v2__to__RetailPOS_v3,4,4,0,0,0,12,12,0,0,0,1,3,3,0,0,0,0,0,0,0,0,EATTRIBUTE_TYPE_CHANGED
augmented_0383_ereference_added_from_DataGov__DataGov_v2__to__DataGov_v3,4,4,0,0,0,12,12,0,0,0,0,3,4,1,1,0,0,0,0,0,0,EREFERENCE_ADDED
augmented_3261_eattribute_removed_from_TextMine__TextMine_v1__to__TextMine_v2,3,3,0,0,0,9,8,-1,0,1,0,2,2,0,0,0,0,0,0,0,0,EATTRIBUTE_REMOVED
augmented_0688_eclass_abstract_changed_from_synthetic__remove_attribute4_v1__to__remove_attribute4_v2,1,1,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ECLASS_ABSTRACT_CHANGED
SimModel__SimModel_v2__to__SimModel_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
augmented_0695_eattribute_added_from_domains__CAD_CAM_v2__to__CAD_CAM_v3,4,4,0,0,0,12,13,1,1,0,0,3,3,0,0,0,0,0,0,0,0,EATTRIBUTE_ADDED
change_containment3__change_containment3_v1__to__change_containment3_v2,2,2,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,MIXED
data__data_v1__to__data_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
augmented_0927_eclass_added_from_domains__DroneNav_v2__to__DroneNav_v3,4,5,1,1,0,12,13,1,0,0,0,3,3,0,0,0,0,0,0,0,0,ECLASS_ADDED
augmented_1237_eattribute_type_changed_from_domains__Manufacturing_v2__to__Manufacturing_v3,4,4,0,0,0,12,12,0,0,0,1,3,3,0,0,0,0,0,0,0,0,EATTRIBUTE_TYPE_CHANGED
augmented_0196_eattribute_added_from_change_multiplicity__change_multiplicity_v1__to__change_multiplicity_v2,2,2,0,0,0,2,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,EATTRIBUTE_ADDED
augmented_0746_ereference_removed_from_synthetic__remove_reference4_v1__to__remove_reference4_v2,2,2,0,0,0,4,4,0,0,0,0,2,1,-1,0,1,0,0,0,0,0,EREFERENCE_REMOVED
augmented_3367_eclass_removed_from_VidAnal__VidAnal_v1__to__VidAnal_v2,3,2,-1,0,1,9,6,-3,0,0,0,2,2,0,0,0,0,0,0,0,0,ECLASS_REMOVED
augmented_1572_ereference_removed_from_domains__RealEstate_v1__to__RealEstate_v2,3,3,0,0,0,9,9,0,0,0,0,2,1,-1,0,1,0,0,0,0,0,EREFERENCE_REMOVED
augmented_0015_ereference_removed_from_3DPrint__3DPrint_v2__to__3DPrint_v3,4,4,0,0,0,12,12,0,0,0,0,3,2,-1,0,1,0,0,0,0,0,EREFERENCE_REMOVED
augmented_0367_ereference_multiplicity_changed_from_CustRel__CustRel_v2__to__CustRel_v3,4,4,0,0,0,12,12,0,0,0,0,3,3,0,0,0,1,0,0,0,0,EREFERENCE_MULTIPLICITY_CHANGED
augmented_1657_eclass_removed_from_domains__RoboCtrl_v1__to__RoboCtrl_v2,3,2,-1,0,1,9,6,-3,0,0,0,2,2,0,0,0,0,0,0,0,0,ECLASS_REMOVED
augmented_0227_eclass_abstract_changed_from_change_type2__change_type2_v1__to__change_type2_v2,1,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ECLASS_ABSTRACT_CHANGED
augmented_2969_eclass_abstract_changed_from_school__school_v1__to__school_v2,3,3,0,0,0,9,9,0,0,0,0,2,2,0,0,0,0,0,1,0,0,ECLASS_ABSTRACT_CHANGED
augmented_2793_eattribute_removed_from_ProjMgmt__ProjMgmt_v2__to__ProjMgmt_v3,4,4,0,0,0,12,11,-1,0,1,0,3,3,0,0,0,0,0,0,0,0,EATTRIBUTE_REMOVED
augmented_2359_eclass_removed_from_ImageProc__ImageProc_v2__to__ImageProc_v3,4,3,-1,0,1,12,10,-2,0,0,0,3,3,0,0,0,0,0,0,0,0,ECLASS_REMOVED
augmented_0366_ereference_removed_from_CustRel__CustRel_v2__to__CustRel_v3,4,4,0,0,0,12,12,0,0,0,0,3,2,-1,0,1,0,0,0,0,0,EREFERENCE_REMOVED
augmented_3438_eclass_added_from_WaterUtil__WaterUtil_v1__to__WaterUtil_v2,3,4,1,1,0,9,10,1,0,0,0,2,2,0,0,0,0,0,0,0,0,ECLASS_ADDED
augmented_1060_ereference_multiplicity_changed_from_domains__hospital_v2__to__hospital_v3,4,4,0,0,0,12,12,0,0,0,0,3,3,0,0,0,1,0,0,0,0,EREFERENCE_MULTIPLICITY_CHANGED
augmented_0917_eclass_abstract_changed_from_domains__DocMgmt_v2__to__DocMgmt_v3,4,4,0,0,0,12,12,0,0,0,0,3,3,0,0,0,0,0,1,0,0,ECLASS_ABSTRACT_CHANGED
augmented_1209_eattribute_removed_from_domains__Logistics_v1__to__Logistics_v2,3,3,0,0,0,9,8,-1,0,1,0,2,2,0,0,0,0,0,0,0,0,EATTRIBUTE_REMOVED
augmented_1133_eclass_abstract_changed_from_domains__InvMgmt_v2__to__InvMgmt_v3,4,4,0,0,0,12,12,0,0,0,0,3,3,0,0,0,0,0,1,0,0,ECLASS_ABSTRACT_CHANGED
augmented_1839_eattribute_removed_from_domains__smartgrid_v2__to__smartgrid_v3,4,4,0,0,0,12,11,-1,0,1,0,3,3,0,0,0,0,0,0,0,0,EATTRIBUTE_REMOVED
augmented_2388_eattribute_removed_from_InvMgmt__InvMgmt_v1__to__InvMgmt_v2,3,3,0,0,0,9,8,-1,0,1,0,2,2,0,0,0,0,0,0,0,0,EATTRIBUTE_REMOVED
augmented_0140_ereference_added_from_bank__bank_v1__to__bank_v2,3,3,0,0,0,9,9,0,0,0,0,2,3,1,1,0,0,0,0,0,0,EREFERENCE_ADDED
augmented_3145_eattribute_type_changed_from_StatAnal__StatAnal_v2__to__StatAnal_v3,4,4,0,0,0,12,12,0,0,0,1,3,3,0,0,0,0,0,0,0,0,EATTRIBUTE_TYPE_CHANGED
augmented_1391_ereference_added_from_domains__NLPProc_v1__to__NLPProc_v2,3,3,0,0,0,9,9,0,0,0,0,2,3,1,1,0,0,0,0,0,0,EREFERENCE_ADDED
remove_attribute2__remove_attribute2_v1__to__remove_attribute2_v2,1,1,0,0,0,4,2,-2,0,2,0,0,0,0,0,0,0,0,0,0,0,MIXED
augmented_0469_eclass_added_from_synthetic__add_reference_v1__to__add_reference_v2,2,3,1,1,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ECLASS_ADDED
augmented_2576_eattribute_added_from_metamodels__metamodels_v2__to__metamodels_v3,4,4,0,0,0,12,13,1,1,0,0,3,3,0,0,0,0,0,0,0,0,EATTRIBUTE_ADDED
augmented_0018_eclass_added_from_AeroEng__AeroEng_v1__to__AeroEng_v2,3,4,1,1,0,9,10,1,0,0,0,2,2,0,0,0,0,0,0,0,0,ECLASS_ADDED
augmented_2550_eattribute_removed_from_MathModel__MathModel_v1__to__MathModel_v2,3,3,0,0,0,9,8,-1,0,1,0,2,2,0,0,0,0,0,0,0,0,EATTRIBUTE_REMOVED
augmented_1148_ereference_added_from_domains__KnowBase_v2__to__KnowBase_v3,4,4,0,0,0,12,12,0,0,0,0,3,4,1,1,0,0,0,0,0,0,EREFERENCE_ADDED
augmented_0902_eattribute_added_from_domains__DocMgmt_v1__to__DocMgmt_v2,3,3,0,0,0,9,10,1,1,0,0,2,2,0,0,0,0,0,0,0,0,EATTRIBUTE_ADDED
augmented_2718_eclass_added_from_PhysSim__PhysSim_v2__to__PhysSim_v3,4,5,1,1,0,12,13,1,0,0,0,3,3,0,0,0,0,0,0,0,0,ECLASS_ADDED
augmented_0296_eclass_abstract_changed_from_CI_CD__CI_CD_v2__to__CI_CD_v3,4,4,0,0,0,12,12,0,0,0,0,3,3,0,0,0,0,0,1,0,0,ECLASS_ABSTRACT_CHANGED
augmented_0261_eattribute_type_changed_from_mixed4__mixed4_v1__to__mixed4_v2,2,2,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_TYPE_CHANGED
augmented_3063_eattribute_removed_from_SimModel__SimModel_v1__to__SimModel_v2,3,3,0,0,0,9,8,-1,0,1,0,2,2,0,0,0,0,0,0,0,0,EATTRIBUTE_REMOVED
augmented_2684_eattribute_added_from_PenTest__PenTest_v2__to__PenTest_v3,4,4,0,0,0,12,13,1,1,0,0,3,3,0,0,0,0,0,0,0,0,EATTRIBUTE_ADDED
augmented_2780_eclass_abstract_changed_from_ProcOpt__ProcOpt_v2__to__ProcOpt_v3,4,4,0,0,0,12,12,0,0,0,0,3,3,0,0,0,0,0,1,0,0,ECLASS_ABSTRACT_CHANGED
augmented_1513_eclass_removed_from_domains__ProjMgmt_v1__to__ProjMgmt_v2,3,2,-1,0,1,9,6,-3,0,0,0,2,2,0,0,0,0,0,0,0,0,ECLASS_REMOVED
augmented_0325_ereference_removed_from_remove_reference2__remove_reference2_v1__to__remove_reference2_v2,2,2,0,0,0,2,2,0,0,0,0,2,1,-1,0,1,0,0,0,0,0,EREFERENCE_REMOVED
augmented_1961_eclass_abstract_changed_from_domains__TelecomNet_v1__to__TelecomNet_v2,3,3,0,0,0,9,9,0,0,0,0,2,2,0,0,0,0,0,1,0,0,ECLASS_ABSTRACT_CHANGED
augmented_2293_ereference_multiplicity_changed_from_GameDev__GameDev_v2__to__GameDev_v3,4,4,0,0,0,12,12,0,0,0,0,3,3,0,0,0,1,0,0,0,0,EREFERENCE_MULTIPLICITY_CHANGED
augmented_3334_eattribute_type_changed_from_TranspSys__TranspSys_v1__to__TranspSys_v2,3,3,0,0,0,9,9,0,0,0,1,2,2,0,0,0,0,0,0,0,0,EATTRIBUTE_TYPE_CHANGED
augmented_2463_ereference_removed_from_LogAnal__LogAnal_v1__to__LogAnal_v2,3,3,0,0,0,9,9,0,0,0,0,2,1,-1,0,1,0,0,0,0,0,EREFERENCE_REMOVED
augmented_0057_eattribute_removed_from_AirTraffic__AirTraffic_v1__to__AirTraffic_v2,3,3,0,0,0,9,8,-1,0,1,0,2,2,0,0,0,0,0,0,0,0,EATTRIBUTE_REMOVED
augmented_0529_ereference_multiplicity_changed_from_domains__AirTraffic_v2__to__AirTraffic_v3,4,4,0,0,0,12,12,0,0,0,0,3,3,0,0,0,1,0,0,0,0,EREFERENCE_MULTIPLICITY_CHANGED
augmented_1398_eattribute_removed_from_domains__NLPProc_v2__to__NLPProc_v3,4,4,0,0,0,12,11,-1,0,1,0,3,3,0,0,0,0,0,0,0,0,EATTRIBUTE_REMOVED
augmented_1953_eclass_added_from_domains__TelecomNet_v1__to__TelecomNet_v2,3,4,1,1,0,9,10,1,0,0,0,2,2,0,0,0,0,0,0,0,0,ECLASS_ADDED
augmented_3072_eattribute_removed_from_SimModel__SimModel_v2__to__SimModel_v3,4,4,0,0,0,12,11,-1,0,1,0,3,3,0,0,0,0,0,0,0,0,EATTRIBUTE_REMOVED
augmented_2897_eclass_abstract_changed_from_RetailPOS__RetailPOS_v1__to__RetailPOS_v2,3,3,0,0,0,9,9,0,0,0,0,2,2,0,0,0,0,0,1,0,0,ECLASS_ABSTRACT_CHANGED
augmented_3257_eclass_abstract_changed_from_TestAuto__TestAuto_v2__to__TestAuto_v3,4,4,0,0,0,12,12,0,0,0,0,3,3,0,0,0,0,0,1,0,0,ECLASS_ABSTRACT_CHANGED
augmented_2608_ereference_multiplicity_changed_from_models__models_v1__to__models_v2,3,3,0,0,0,9,9,0,0,0,0,2,2,0,0,0,1,0,0,0,0,EREFERENCE_MULTIPLICITY_CHANGED
RiskMgmt__RiskMgmt_v1__to__RiskMgmt_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
augmented_2479_eattribute_type_changed_from_Logistics__Logistics_v1__to__Logistics_v2,3,3,0,0,0,9,9,0,0,0,1,2,2,0,0,0,0,0,0,0,0,EATTRIBUTE_TYPE_CHANGED
augmented_1912_eattribute_type_changed_from_domains__SupplyChain_v2__to__SupplyChain_v3,4,4,0,0,0,12,12,0,0,0,1,3,3,0,0,0,0,0,0,0,0,EATTRIBUTE_TYPE_CHANGED
augmented_0278_eclass_abstract_changed_from_ChemLab__ChemLab_v2__to__ChemLab_v3,4,4,0,0,0,12,12,0,0,0,0,3,3,0,0,0,0,0,1,0,0,ECLASS_ABSTRACT_CHANGED
augmented_1703_eattribute_added_from_domains__school_v2__to__school_v3,4,4,0,0,0,12,13,1,1,0,0,3,3,0,0,0,0,0,0,0,0,EATTRIBUTE_ADDED
augmented_3250_eclass_removed_from_TestAuto__TestAuto_v2__to__TestAuto_v3,4,3,-1,0,1,12,10,-2,0,0,0,3,3,0,0,0,0,0,0,0,0,ECLASS_REMOVED
augmented_3410_eclass_abstract_changed_from_VoiceRec__VoiceRec_v1__to__VoiceRec_v2,3,3,0,0,0,9,9,0,0,0,0,2,2,0,0,0,0,0,1,0,0,ECLASS_ABSTRACT_CHANGED
augmented_1569_eattribute_removed_from_domains__RealEstate_v1__to__RealEstate_v2,3,3,0,0,0,9,8,-1,0,1,0,2,2,0,0,0,0,0,0,0,0,EATTRIBUTE_REMOVED
augmented_3419_eclass_abstract_changed_from_VoiceRec__VoiceRec_v2__to__VoiceRec_v3,4,4,0,0,0,12,12,0,0,0,0,3,3,0,0,0,0,0,1,0,0,ECLASS_ABSTRACT_CHANGED
augmented_1029_eattribute_removed_from_domains__GraphDB_v1__to__GraphDB_v2,3,3,0,0,0,9,8,-1,0,1,0,2,2,0,0,0,0,0,0,0,0,EATTRIBUTE_REMOVED
augmented_0499_eattribute_type_changed_from_domains__AgriFarm_v1__to__AgriFarm_v2,3,3,0,0,0,9,9,0,0,0,1,2,2,0,0,0,0,0,0,0,0,EATTRIBUTE_TYPE_CHANGED
augmented_0450_eattribute_added_from_synthetic__add_reference2_v1__to__add_reference2_v2,2,2,0,0,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_ADDED
